-5.973995112757121695e-02,1.958448600509123061e+00,-1.658025498327076575e+00
-5.974206030165443715e-02,1.958454681154717658e+00,-1.657809678184847924e+00
-5.974408869874672096e-02,1.958460529224439917e+00,-1.657602113457895543e+00
-5.974604087781013040e-02,1.958466157835607957e+00,-1.657733142572204388e+00
-5.973113248529155622e-02,1.958464125983033099e+00,-1.657859344298091342e+00
-5.971676357348217751e-02,1.958462167559751776e+00,-1.658674459050741623e+00
-5.970290533032127089e-02,1.958460278648726849e+00,-1.659460610335023567e+00
-5.968953096125837604e-02,1.958458455606902460e+00,-1.659339888263702933e+00
-5.964413770551392491e-02,1.958456534865280041e+00,-1.659223308616398551e+00
-5.960027660948893913e-02,1.958454679293455181e+00,-1.660735882029427568e+00
-5.955787125437084911e-02,1.958452885623992001e+00,-1.662198275281834725e+00
-5.951685022454733520e-02,1.958451150804481511e+00,-1.663141134917226927e+00
-5.952799993062178607e-02,1.958450882565114348e+00,-1.664053719243225649e+00
-5.953879773652864804e-02,1.958450622843526334e+00,-1.664252066144938702e+00
-5.954926007233609514e-02,1.958450371239687016e+00,-1.664444242254154105e+00
-5.955940236008845645e-02,1.958450127378248640e+00,-1.664297209810916334e+00
-5.952441922211657022e-02,1.958439880586839266e+00,-1.664154613691396944e+00
-5.949047647420052654e-02,1.958429937996843062e+00,-1.663813183401984253e+00
-5.945752830931878841e-02,1.958420286236095986e+00,-1.663481753162888932e+00
-5.942553157280935916e-02,1.958410912705550455e+00,-1.662554572700734479e+00
-5.943366191242991509e-02,1.958423477572446503e+00,-1.661653775422462509e+00
-5.944156445888473111e-02,1.958435690608335111e+00,-1.661321039059235449e+00
-5.944924866776205713e-02,1.958447566414931229e+00,-1.660997508840445835e+00
-5.945672347807272329e-02,1.958459118796213483e+00,-1.660114651920719719e+00
-5.945482987284689269e-02,1.958467277053205446e+00,-1.659255564225754931e+00
-5.945298631369497905e-02,1.958475219072202123e+00,-1.658790029779964925e+00
-5.945119083733279436e-02,1.958482953354078848e+00,-1.658336700357098126e+00
-5.944944158197376649e-02,1.958490487959474669e+00,-1.657895470437797281e+00
-5.943891826762411762e-02,1.958497652880939910e+00,-1.657465512815704534e+00
-5.942865986721109633e-02,1.958504637469301368e+00,-1.656948876961271688e+00
-5.941865648209926354e-02,1.958511448460896087e+00,-1.656445111039155815e+00
-6.146014939494885004e-02,1.933913150632303513e+00,-1.655680336870887670e+00
-6.340970789018139653e-02,1.910086992867962019e+00,-1.654834142159845367e+00
-6.497644670686247848e-02,1.886512094486857860e+00,-1.653683037477412077e+00
-6.602825543769662298e-02,1.863167389842815380e+00,-1.650457693676797621e+00
-6.646378229480012778e-02,1.838547247416131958e+00,-1.644164778089375334e+00
-6.571061083603929598e-02,1.816080821132255663e+00,-1.634201113137876638e+00
-6.367234398768470416e-02,1.792762225484979099e+00,-1.619815321954065857e+00
-5.982980895879341787e-02,1.769556097275104101e+00,-1.600489782605346356e+00
-5.439103502057731493e-02,1.747483352755813346e+00,-1.578554683498833988e+00
-4.712458476216017239e-02,1.725054792932762426e+00,-1.553268893063032507e+00
-3.798191933929358916e-02,1.702301466939850627e+00,-1.525163169387422801e+00
-2.690512013698315857e-02,1.679760916479801303e+00,-1.494864224825558141e+00
-1.385346012287018251e-02,1.658950996325105676e+00,-1.462430139233360293e+00
1.038600846747816595e-03,1.637945436230337393e+00,-1.428801507413908434e+00
1.804918827999282133e-02,1.615820420143851299e+00,-1.393965676753049499e+00
3.727471240799357100e-02,1.594615329218869615e+00,-1.357312519538583784e+00
5.845112870036782426e-02,1.574876480091486286e+00,-1.319330962277078356e+00
8.114553738723420673e-02,1.554720446150293478e+00,-1.282108558484831073e+00
1.056274334968611284e-01,1.535186488480740241e+00,-1.244514257290378012e+00
1.317797859243451941e-01,1.516805483471320271e+00,-1.206470029296742519e+00
1.595560601469908912e-01,1.498679967403306446e+00,-1.168654023408948417e+00
1.884830371149440464e-01,1.481792711480626634e+00,-1.131273019439817062e+00
2.189121415014951832e-01,1.464788808291195066e+00,-1.094693056375137363e+00
2.496936295662734451e-01,1.449491039934191150e+00,-1.059320923500384426e+00
2.811866810605205269e-01,1.435431934431279810e+00,-1.024624056509647607e+00
