5.000000000000000278e-02,2.000000000000000000e+00,-1.665686004251696772e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.664943956070705333e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.664229909707864330e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.664684805771546428e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.665123160160185245e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.667942074798513641e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.670662080151287032e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.670248205167614186e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.669848359844404717e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.675082396073436897e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.680144824557254335e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.683411639088644218e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.686574745222212179e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.687266887114148517e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.687937732332487117e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.687434250097677557e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.686945797183310169e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.685768422003976141e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.684625173641434603e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.681417597506887018e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.678300375629650620e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.677150654601167412e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.676032432778944203e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.672975081677298359e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.669999259938363068e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.668387113341145422e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.666816840681518030e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.665288108471552952e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.663798078342852982e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.662007012557008112e+00
5.000000000000000278e-02,2.000000000000000000e+00,-1.660260170617727349e+00
4.776638624761942592e-02,1.975099980530024224e+00,-1.657607353301431052e+00
4.566329899123652142e-02,1.950188340724640979e+00,-1.655018459293960964e+00
4.358449188921979106e-02,1.925776756352035823e+00,-1.655375916103971834e+00
4.148885585781562912e-02,1.901366592627025787e+00,-1.655724962165511904e+00
3.946354779078306563e-02,1.876950317504369359e+00,-1.655188185778359466e+00
3.733649136932620100e-02,1.851037284032292840e+00,-1.654663749078267632e+00
3.566855086720500251e-02,1.827092201323052167e+00,-1.652364202701038343e+00
3.402019554455622263e-02,1.802142025798941782e+00,-1.650116331523296953e+00
3.177038756381982826e-02,1.778247142789428858e+00,-1.651876458571394979e+00
2.944322262614492217e-02,1.754358402293720420e+00,-1.653597901508546020e+00
2.765644654965016339e-02,1.729922164116097338e+00,-1.652626610951675623e+00
2.587057059723817456e-02,1.704984150526488884e+00,-1.651676208363770382e+00
2.368223070498653299e-02,1.680080023728059757e+00,-1.652245703282451350e+00
2.159139560913261868e-02,1.656672906668142042e+00,-1.652803208834423776e+00
1.912518121615123037e-02,1.632795372685424962e+00,-1.654256176413446022e+00
1.647544746360367005e-02,1.607427877078155598e+00,-1.655679185898055295e+00
1.450025294579775255e-02,1.583509314205351570e+00,-1.655527904828307584e+00
1.253116540282843243e-02,1.559590230069711758e+00,-1.655379679941787030e+00
1.052750907716541555e-02,1.534670536209405300e+00,-1.655134666325284165e+00
8.533792165586541120e-03,1.509749997976496561e+00,-1.654894504463563676e+00
7.533688168533426120e-03,1.485247971512505316e+00,-1.652745554902057989e+00
6.576026565369989113e-03,1.460240640947821023e+00,-1.650638332516504381e+00
4.751282719122758638e-03,1.435807865170946274e+00,-1.650399583172440288e+00
2.856107100711301802e-03,1.410377538775159811e+00,-1.650165381434930190e+00
1.591628178557619958e-03,1.386399856583634627e+00,-1.649086027239892616e+00
3.663812712795851004e-04,1.362419114066017567e+00,-1.648026847889622282e+00
-8.392720324871667760e-04,1.336931849618054002e+00,-1.646835275589790148e+00
-1.960885309540094396e-03,1.311939673805581519e+00,-1.645665567001881602e+00
-4.425287862177507310e-03,1.287560499405458359e+00,-1.646581714450025435e+00
-6.922667684716886892e-03,1.263183722453106617e+00,-1.647481354736941794e+00
-8.634103268510533863e-03,1.238240454189345030e+00,-1.647205377525672088e+00
-1.033550951331900329e-02,1.213296435378054872e+00,-1.646934284866814480e+00
-1.198911785766096708e-02,1.188850240912085576e+00,-1.646667948219515676e+00
-1.338281583594759690e-02,1.163881246846453665e+00,-1.646051217959817459e+00
-1.475467336430219371e-02,1.138910645744746875e+00,-1.645445120980458809e+00
-1.549829984843814103e-02,1.115394078826107860e+00,-1.644275478043582650e+00
-1.620467114471920225e-02,1.091874852854450850e+00,-1.643125659563263730e+00
-1.855555228599636147e-02,1.066482638963004437e+00,-1.643684295752684044e+00
-2.088973238741222496e-02,1.041590457986002249e+00,-1.644233621338947460e+00
-2.457028619498431363e-02,1.016806449612519980e+00,-1.646158046352966142e+00
-2.831574516723682489e-02,9.920270532029575872e-01,-1.648050923415935065e+00
-3.000740342345751058e-02,9.670825497285353567e-01,-1.647815316732205160e+00
